institution_name,original_programme_name,institution_id,programme_id,country,provider,classification,verified_programme_name,provider_native_programme_id,reason,binding_evidence,action
University of Bristol,Data Science,bristol-uk-canary,45389133-b30b-5620-a1f1-132881ea6575,UK,Discover Uni,VERIFIED_PROGRAMME,Data Science,"{""discover_uni_hesa.KISCourse"": ""4COSC008UU-202425"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10007786"", ""discover_uni_hesa.course_name"": ""Data Science""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10007786; discover_uni_hesa.KISCourse=4COSC008UU-202425; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Data Science,KEEP_PRODUCTION
King's College London,Computer Science,kings-uk-canary,69dddfc8-ee52-57d9-8887-28139c2275d6,UK,Discover Uni,VERIFIED_PROGRAMME,Computer Science,"{""discover_uni_hesa.KISCourse"": ""UBSH3CSCS"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10003645"", ""discover_uni_hesa.course_name"": ""Computer Science""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10003645; discover_uni_hesa.KISCourse=UBSH3CSCS; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Computer Science,KEEP_PRODUCTION
King's College London,Computer Science,kings-uk-canary,57418cd2-9e28-5de8-9bc6-055f88d3b8bb,UK,Discover Uni,VERIFIED_PROGRAMME,Computer Science,"{""discover_uni_hesa.KISCourse"": ""UMSH4CSCS"", ""discover_uni_hesa.KISMODE"": ""Full-time"", ""discover_uni_hesa.PUBUKPRN"": ""10003645"", ""discover_uni_hesa.course_name"": ""Computer Science""}",source-native programme identifier and deterministic identity binding,discover_uni_hesa.PUBUKPRN=10003645; discover_uni_hesa.KISCourse=UMSH4CSCS; discover_uni_hesa.KISMODE=Full-time; discover_uni_hesa.course_name=Computer Science,KEEP_PRODUCTION
Delft University of Technology,Data Science and Artificial Intelligence Technology,tu-delft-nl-canary,dcf7376b-e09f-5a39-a42b-463e84ec8ccc,NL,DUO RIO,VERIFIED_PROGRAMME,Data Science and Artificial Intelligence Technology,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B605"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O8897""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B605; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O8897,KEEP_PRODUCTION
Delft University of Technology,Computer Science,tu-delft-nl-canary,d09b3b83-7fe8-5626-bb42-6dd7661c0972,NL,DUO RIO,VERIFIED_PROGRAMME,Computer Science,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B605"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O6612""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B605; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O6612,KEEP_PRODUCTION
Universiteit van Amsterdam,Informatica,uva-nl-canary,2d63a989-f592-52d3-9a35-1cab15b8fafe,NL,DUO RIO,VERIFIED_PROGRAMME,Informatica,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B473"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O6172""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B473; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O6172,KEEP_PRODUCTION
Universiteit van Amsterdam,Cultuurwetenschappen,uva-nl-canary,f7fd244f-c807-5a05-82dc-58c2e0df2804,NL,DUO RIO,VERIFIED_PROGRAMME,Cultuurwetenschappen,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B473"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O5623""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B473; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O5623,KEEP_PRODUCTION
Technische Universiteit Eindhoven,Sustainable Energy Technology,tue-nl-canary,52ed182b-e33d-5595-9e88-fe534b52acb9,NL,DUO RIO,VERIFIED_PROGRAMME,Sustainable Energy Technology,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B450"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O6777""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B450; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O6777,KEEP_PRODUCTION
Technische Universiteit Eindhoven,Embedded Systems,tue-nl-canary,776f8c66-f129-5d3a-a7f8-7a91c0a7f9bd,NL,DUO RIO,VERIFIED_PROGRAMME,Embedded Systems,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B450"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O6650""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B450; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O6650,KEEP_PRODUCTION
Universiteit Leiden,Statistics and Data Science,leiden-nl-canary,73db1816-bfbf-5cec-b4ea-619146b93fdb,NL,DUO RIO,VERIFIED_PROGRAMME,Statistics and Data Science,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B578"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O7137""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B578; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O7137,KEEP_PRODUCTION
Universiteit Leiden,Geneeskunde,leiden-nl-canary,705ee35e-ee7c-5f92-9b2f-326464160035,NL,DUO RIO,VERIFIED_PROGRAMME,Geneeskunde,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B578"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O5903""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B578; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O5903,KEEP_PRODUCTION
Radboud Universiteit,Computing Science,radboud-nl-canary,9b5d5d94-9494-5799-9c62-4d5c254f4565,NL,DUO RIO,VERIFIED_PROGRAMME,Computing Science,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B484"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O6694""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B484; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O6694,KEEP_PRODUCTION
Radboud Universiteit,Business Administration,radboud-nl-canary,eb1e73e5-1818-59ab-b3ba-67749a31edd3,NL,DUO RIO,VERIFIED_PROGRAMME,Business Administration,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B484"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O6879""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B484; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O6879,KEEP_PRODUCTION
Wageningen University,Plant Sciences,wageningen-nl-canary,e1eee6f6-bda2-5cbb-9419-21c682bfc19b,NL,DUO RIO,VERIFIED_PROGRAMME,Plant Sciences,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B451"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O7489""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B451; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O7489,KEEP_PRODUCTION
Wageningen University,Business and Consumer Studies,wageningen-nl-canary,626e1529-04bc-5ccd-be3e-78268b0a4e35,NL,DUO RIO,VERIFIED_PROGRAMME,Business and Consumer Studies,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B451"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O6086""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B451; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O6086,KEEP_PRODUCTION
Erasmus Universiteit Rotterdam,Business Administration,erasmus-nl-canary,2a72840d-c750-5afa-8adf-d8b51e4abe33,NL,DUO RIO,VERIFIED_PROGRAMME,Business Administration,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B576"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O5712""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B576; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O5712,KEEP_PRODUCTION
Erasmus Universiteit Rotterdam,Research Master Business Data Science,erasmus-nl-canary,7c7925d8-0ea6-5d8d-8b1c-10af69f024bb,NL,DUO RIO,VERIFIED_PROGRAMME,Research Master Business Data Science,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B576"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O7206""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B576; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O7206,KEEP_PRODUCTION
Universiteit Utrecht,Computer Science,utrecht-nl-canary,fe10af71-36d5-5b3a-bf01-0cc5ae35cf66,NL,DUO RIO,VERIFIED_PROGRAMME,Computer Science,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B449"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O6171""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B449; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O6171,KEEP_PRODUCTION
Universiteit Utrecht,Information Science,utrecht-nl-canary,80d11752-1297-5b81-aecd-cb6ab6bf37d1,NL,DUO RIO,VERIFIED_PROGRAMME,Information Science,"{""duo_rio_ho.ONDERWIJSBESTUURID"": ""107B449"", ""duo_rio_ho.OPLEIDINGSEENHEIDCODE"": ""1001O6096""}",source-native programme identifier and deterministic identity binding,duo_rio_ho.ONDERWIJSBESTUURID=107B449; duo_rio_ho.OPLEIDINGSEENHEIDCODE=1001O6096,KEEP_PRODUCTION
KTH Royal Institute of Technology,Architecture and Gender: Introduction,kth-se-canary,e1c56462-e350-50c0-bd4f-c34671fd3d61,SE,Susa-navet,VERIFIED_PROGRAMME,Architecture and Gender: Introduction,"{""susa_navet_event.SUSA_EVENT_ID"": ""e.uoh.kth.ad236v.11359.20262"", ""susa_navet_event.SUSA_PROVIDER_ID"": ""p.uoh.kth"", ""susa_navet_event.content.providers"": ""p.uoh.kth"", ""susa_navet_event.id"": ""e.uoh.kth.ad236v.11359.20262"", ""susa_navet_info.SUSA_INFO_ID"": ""i.uoh.kth.ad236v.11359.20262"", ""susa_navet_info.id"": ""i.uoh.kth.ad236v.11359.20262""}",source-native programme identifier and deterministic identity binding,susa_navet_event.SUSA_EVENT_ID=e.uoh.kth.ad236v.11359.20262; susa_navet_event.SUSA_PROVIDER_ID=p.uoh.kth; susa_navet_event.id=e.uoh.kth.ad236v.11359.20262; susa_navet_event.content.providers=p.uoh.kth; susa_navet_info.SUSA_INFO_ID=i.uoh.kth.ad236v.11359.20262; susa_navet_info.id=i.uoh.kth.ad236v.11359.20262,KEEP_PRODUCTION
KTH Royal Institute of Technology,Architecture and Gender: Essay,kth-se-canary,d03f735a-52cb-5656-ad23-d9fa0196ae4f,SE,Susa-navet,VERIFIED_PROGRAMME,Architecture and Gender: Essay,"{""susa_navet_event.SUSA_EVENT_ID"": ""e.uoh.kth.ad237v.12708.20271"", ""susa_navet_event.SUSA_PROVIDER_ID"": ""p.uoh.kth"", ""susa_navet_event.content.providers"": ""p.uoh.kth"", ""susa_navet_event.id"": ""e.uoh.kth.ad237v.12708.20271"", ""susa_navet_info.SUSA_INFO_ID"": ""i.uoh.kth.ad237v.12708.20271"", ""susa_navet_info.id"": ""i.uoh.kth.ad237v.12708.20271""}",source-native programme identifier and deterministic identity binding,susa_navet_event.SUSA_EVENT_ID=e.uoh.kth.ad237v.12708.20271; susa_navet_event.SUSA_PROVIDER_ID=p.uoh.kth; susa_navet_event.id=e.uoh.kth.ad237v.12708.20271; susa_navet_event.content.providers=p.uoh.kth; susa_navet_info.SUSA_INFO_ID=i.uoh.kth.ad237v.12708.20271; susa_navet_info.id=i.uoh.kth.ad237v.12708.20271,KEEP_PRODUCTION
Uppsala University,Natural Science and Science Education,uppsala-se-canary,db815ea7-641e-5c5b-b5fd-46811d987bef,SE,Susa-navet,VERIFIED_PROGRAMME,Natural Science and Science Education,"{""susa_navet_event.SUSA_EVENT_ID"": ""e.uoh.uu.1bg024.17443.20262"", ""susa_navet_event.SUSA_PROVIDER_ID"": ""p.uoh.uu"", ""susa_navet_event.content.providers"": ""p.uoh.uu"", ""susa_navet_event.id"": ""e.uoh.uu.1bg024.17443.20262"", ""susa_navet_info.SUSA_INFO_ID"": ""i.uoh.uu.1bg024.17443.20262"", ""susa_navet_info.id"": ""i.uoh.uu.1bg024.17443.20262""}",source-native programme identifier and deterministic identity binding,susa_navet_event.SUSA_EVENT_ID=e.uoh.uu.1bg024.17443.20262; susa_navet_event.SUSA_PROVIDER_ID=p.uoh.uu; susa_navet_event.id=e.uoh.uu.1bg024.17443.20262; susa_navet_event.content.providers=p.uoh.uu; susa_navet_info.SUSA_INFO_ID=i.uoh.uu.1bg024.17443.20262; susa_navet_info.id=i.uoh.uu.1bg024.17443.20262,KEEP_PRODUCTION
Uppsala University,Floristics and Faunistics L,uppsala-se-canary,7670144e-e4f8-58af-be95-830fb3831ee2,SE,Susa-navet,VERIFIED_PROGRAMME,Floristics and Faunistics L,"{""susa_navet_event.SUSA_EVENT_ID"": ""e.uoh.uu.1bg025.67407.20261"", ""susa_navet_event.SUSA_PROVIDER_ID"": ""p.uoh.uu"", ""susa_navet_event.content.providers"": ""p.uoh.uu"", ""susa_navet_event.id"": ""e.uoh.uu.1bg025.67407.20261"", ""susa_navet_info.SUSA_INFO_ID"": ""i.uoh.uu.1bg025.67407.20261"", ""susa_navet_info.id"": ""i.uoh.uu.1bg025.67407.20261""}",source-native programme identifier and deterministic identity binding,susa_navet_event.SUSA_EVENT_ID=e.uoh.uu.1bg025.67407.20261; susa_navet_event.SUSA_PROVIDER_ID=p.uoh.uu; susa_navet_event.id=e.uoh.uu.1bg025.67407.20261; susa_navet_event.content.providers=p.uoh.uu; susa_navet_info.SUSA_INFO_ID=i.uoh.uu.1bg025.67407.20261; susa_navet_info.id=i.uoh.uu.1bg025.67407.20261,KEEP_PRODUCTION
Lund University,AI and Digitization in the Archive Sector,lund-se-canary,d50de2d3-1fef-5ea0-8ba0-bd3213a09956,SE,Susa-navet,VERIFIED_PROGRAMME,AI and Digitization in the Archive Sector,"{""susa_navet_event.SUSA_EVENT_ID"": ""e.uoh.lu.abma21.31300.20262"", ""susa_navet_event.SUSA_PROVIDER_ID"": ""p.uoh.lu"", ""susa_navet_event.content.providers"": ""p.uoh.lu"", ""susa_navet_event.id"": ""e.uoh.lu.abma21.31300.20262"", ""susa_navet_info.SUSA_INFO_ID"": ""i.uoh.lu.abma21.31300.20262"", ""susa_navet_info.id"": ""i.uoh.lu.abma21.31300.20262""}",source-native programme identifier and deterministic identity binding,susa_navet_event.SUSA_EVENT_ID=e.uoh.lu.abma21.31300.20262; susa_navet_event.SUSA_PROVIDER_ID=p.uoh.lu; susa_navet_event.id=e.uoh.lu.abma21.31300.20262; susa_navet_event.content.providers=p.uoh.lu; susa_navet_info.SUSA_INFO_ID=i.uoh.lu.abma21.31300.20262; susa_navet_info.id=i.uoh.lu.abma21.31300.20262,KEEP_PRODUCTION
Lund University,ALM: Work Experience,lund-se-canary,228d9843-a888-597d-aa24-e964922f0c34,SE,Susa-navet,VERIFIED_PROGRAMME,ALM: Work Experience,"{""susa_navet_event.SUSA_EVENT_ID"": ""e.uoh.lu.abmm07.31350.20262"", ""susa_navet_event.SUSA_PROVIDER_ID"": ""p.uoh.lu"", ""susa_navet_event.content.providers"": ""p.uoh.lu"", ""susa_navet_event.id"": ""e.uoh.lu.abmm07.31350.20262"", ""susa_navet_info.SUSA_INFO_ID"": ""i.uoh.lu.abmm07.31350.20262"", ""susa_navet_info.id"": ""i.uoh.lu.abmm07.31350.20262""}",source-native programme identifier and deterministic identity binding,susa_navet_event.SUSA_EVENT_ID=e.uoh.lu.abmm07.31350.20262; susa_navet_event.SUSA_PROVIDER_ID=p.uoh.lu; susa_navet_event.id=e.uoh.lu.abmm07.31350.20262; susa_navet_event.content.providers=p.uoh.lu; susa_navet_info.SUSA_INFO_ID=i.uoh.lu.abmm07.31350.20262; susa_navet_info.id=i.uoh.lu.abmm07.31350.20262,KEEP_PRODUCTION
Haaga-Helia University of Applied Sciences,Business Information Technology,haaga-helia-fi-canary,8606b6c5-bf41-54d1-87f7-95596c5d82cc,FI,Studyinfo / Opintopolku,VERIFIED_PROGRAMME,Business Information Technology,"{""studyinfo_hakukohde.STUDYINFO_HAKUKOHDE_OID"": ""1.2.246.562.20.00000000000000091904"", ""studyinfo_hakukohde.oid"": ""1.2.246.562.20.00000000000000091904"", ""studyinfo_toteutus.STUDYINFO_TOTEUTUS_OID"": ""1.2.246.562.17.00000000000000009871"", ""studyinfo_toteutus.oid"": ""1.2.246.562.17.00000000000000009871"", ""studyinfo_valintaperuste.STUDYINFO_VALINTAPERUSTE_ID"": ""60a36d5e-bdd3-4509-8125-85c36f8df222"", ""studyinfo_valintaperuste.id"": ""60a36d5e-bdd3-4509-8125-85c36f8df222""}",source-native programme identifier and deterministic identity binding,studyinfo_hakukohde.STUDYINFO_HAKUKOHDE_OID=1.2.246.562.20.00000000000000091904; studyinfo_hakukohde.oid=1.2.246.562.20.00000000000000091904; studyinfo_toteutus.STUDYINFO_TOTEUTUS_OID=1.2.246.562.17.00000000000000009871; studyinfo_toteutus.oid=1.2.246.562.17.00000000000000009871; studyinfo_valintaperuste.STUDYINFO_VALINTAPERUSTE_ID=60a36d5e-bdd3-4509-8125-85c36f8df222; studyinfo_valintaperuste.id=60a36d5e-bdd3-4509-8125-85c36f8df222,KEEP_PRODUCTION
Haaga-Helia University of Applied Sciences,International Business,haaga-helia-fi-canary,ee43edae-4df6-560b-b1fb-fe25f1cc0350,FI,Studyinfo / Opintopolku,VERIFIED_PROGRAMME,International Business,"{""studyinfo_hakukohde.STUDYINFO_HAKUKOHDE_OID"": ""1.2.246.562.20.00000000000000088243"", ""studyinfo_hakukohde.oid"": ""1.2.246.562.20.00000000000000088243"", ""studyinfo_toteutus.STUDYINFO_TOTEUTUS_OID"": ""1.2.246.562.17.00000000000000011598"", ""studyinfo_toteutus.oid"": ""1.2.246.562.17.00000000000000011598"", ""studyinfo_valintaperuste.STUDYINFO_VALINTAPERUSTE_ID"": ""88fc8a7e-9804-478d-bf45-18af037bf8e7"", ""studyinfo_valintaperuste.id"": ""88fc8a7e-9804-478d-bf45-18af037bf8e7""}",source-native programme identifier and deterministic identity binding,studyinfo_hakukohde.STUDYINFO_HAKUKOHDE_OID=1.2.246.562.20.00000000000000088243; studyinfo_hakukohde.oid=1.2.246.562.20.00000000000000088243; studyinfo_toteutus.STUDYINFO_TOTEUTUS_OID=1.2.246.562.17.00000000000000011598; studyinfo_toteutus.oid=1.2.246.562.17.00000000000000011598; studyinfo_valintaperuste.STUDYINFO_VALINTAPERUSTE_ID=88fc8a7e-9804-478d-bf45-18af037bf8e7; studyinfo_valintaperuste.id=88fc8a7e-9804-478d-bf45-18af037bf8e7,KEEP_PRODUCTION
Aalto University,"Data Science, Bachelor/MSc",aalto-fi-canary,81f197ab-e6ea-5bdf-b4c2-eb79ba966142,FI,Studyinfo / Opintopolku,VERIFIED_PROGRAMME,"Data Science, Bachelor/MSc","{""studyinfo_hakukohde.STUDYINFO_HAKUKOHDE_OID"": ""1.2.246.562.20.00000000000000072536"", ""studyinfo_hakukohde.oid"": ""1.2.246.562.20.00000000000000072536"", ""studyinfo_toteutus.STUDYINFO_TOTEUTUS_OID"": ""1.2.246.562.17.00000000000000008195"", ""studyinfo_toteutus.oid"": ""1.2.246.562.17.00000000000000008195"", ""studyinfo_valintaperuste.STUDYINFO_VALINTAPERUSTE_ID"": ""31970760-4bba-42da-8124-103121d44ec3"", ""studyinfo_valintaperuste.id"": ""31970760-4bba-42da-8124-103121d44ec3""}",source-native programme identifier and deterministic identity binding,studyinfo_hakukohde.STUDYINFO_HAKUKOHDE_OID=1.2.246.562.20.00000000000000072536; studyinfo_hakukohde.oid=1.2.246.562.20.00000000000000072536; studyinfo_toteutus.STUDYINFO_TOTEUTUS_OID=1.2.246.562.17.00000000000000008195; studyinfo_toteutus.oid=1.2.246.562.17.00000000000000008195; studyinfo_valintaperuste.STUDYINFO_VALINTAPERUSTE_ID=31970760-4bba-42da-8124-103121d44ec3; studyinfo_valintaperuste.id=31970760-4bba-42da-8124-103121d44ec3,KEEP_PRODUCTION
